0.01,14.284247283163706
0.02,13.686391238981761
0.03,12.741359356371813
0.04,12.070127843065809
0.05,11.38096653180125
0.06,10.296648353409239
0.07,9.936594221510958
0.08,9.43950198221689
0.09,8.568149683339033
0.1,8.535035990477125
0.11,7.789814518540463
0.12,7.7414140351402825
0.13,7.131549797644507
0.14,6.936182669072571
0.15,6.689875664998288
0.16,6.893660344466138
0.17,6.709122881458379
0.18,6.527694465322888
0.19,6.1617479848119014
0.2,6.224685266664257
0.21,6.295943390343938
0.22,5.955378772045139
0.23,5.850662049950962
0.24,5.741344297421322
0.25,5.713922727699779
0.26,5.636016032331034
0.27,5.552316098573939
0.28,5.60985938383567
0.29,5.464391794188974
0.3,5.506191824653622
0.31,5.572916721936563
0.32,5.403880179472762
0.33,5.662457261965516
0.34,5.4784876677662195
0.35000000000000003,5.722829125148467
0.36,5.410729378725221
0.37,5.393136244510333
0.38,5.585098195952741
0.39,5.243009429533874
0.4,5.642970474300238
0.41000000000000003,5.648835598786013
0.42,5.687948978389983
0.43,5.338230610171428
0.44,5.253253221592307
0.45,5.551031644369532
0.46,5.47678244344948
0.47000000000000003,5.225501036011607
0.48,5.459812717100643
0.49,5.236342113584969
0.5,5.360273977441103
0.51,5.308710205598193
0.52,5.431231938391933
0.53,5.2950496929221895
0.54,5.57412806203371
0.55,5.222021971385386
0.56,5.100239664773754
0.5700000000000001,5.4503334055099355
0.58,5.181473145093548
0.59,5.330635828394793
0.6,5.079711968093788
0.61,5.3957215277216495
0.62,5.240897252910079
0.63,5.10154944680735
0.64,5.0988240920033325
0.65,5.400590314848703
0.66,5.206119631721742
0.67,5.439627675511691
0.68,5.162288497254733
0.6900000000000001,5.079205006813903
0.7000000000000001,5.369475604564997
0.71,5.2758936030847465
0.72,5.355190666888725
0.73,5.388805506345568
0.74,5.261004490748303
0.75,5.116375556218053
0.76,5.194243290179885
0.77,5.2693763633283
0.78,5.4142686198724554
0.79,5.043226144630751
0.8,5.4687651669000035
0.81,5.239146330153187
0.8200000000000001,5.081437287689878
0.8300000000000001,5.483420820424463
0.84,5.039146606403439
0.85,5.356832872021039
0.86,5.270101969278633
0.87,5.146311535232907
0.88,5.363588692444258
0.89,5.031045741071747
0.9,5.200969216431508
0.91,5.307405964233134
0.92,5.140312379134661
0.93,5.424051653550546
0.9400000000000001,5.02513257395951
0.9500000000000001,5.052286782720137
0.96,5.1008490474686985
0.97,5.265067272460623
0.98,5.388438447609952
0.99,5.284709029236123
